key,value
719411,3092
315756,2634
741657,2468
508114,2409
462969,1230
343499,2104
353410,4743
151336,3181
120473,2986
407539,2542
525108,2835
963416,1939
22201,3158
445935,2926
264232,3735
894071,4331
922186,1617
488565,3662
354963,1031
665977,4551
876858,2315
448636,2039
327008,3930
474044,3884
10868,3338
945313,1625
134666,1471
326650,2004
104672,1901
418930,3202
883554,1577
511503,1478
495300,4365
792888,4627
491233,3781
641253,4702
973447,4408
835515,1189
459315,2285
886815,4088
47343,1074
513948,4624
865001,2167
905203,1583
752318,4223
301091,2144
210624,2174
799975,4799
202085,4905
501130,3903
722115,2322
774758,4494
80807,4541
150379,3233
973638,3597
972485,2569
726096,3703
844684,1606
816335,4847
948410,2348
905309,2851
579957,3575
367662,3003
902138,1052
288186,2636
902731,4998
742629,2320
83439,1699
551181,1862
833294,1466
499994,3459
7561,1016
976041,3635
973922,1671
3691,2148
808512,4480
770609,4528
180090,3967
46154,2376
168512,4551
596334,2998
443568,3951
846856,4314
368306,2921
692716,2824
480401,2222
111015,3790
187759,4480
209485,4382
118120,4058
162430,4881
923026,4103
643993,1901
854255,4600
224975,1219
76513,1462
108112,3740
468061,3365
432613,4912
189117,4260
6839,4331
40384,2939
83379,1908
679074,2225
705720,1768
130130,1463
220669,2141
128029,1315
197705,1286
585967,3219
608214,2088
241642,4940
374113,4189
266959,3915
936494,4800
263905,1110
602128,3473
228871,3511
101654,2084
492207,1420
638315,4780
963201,2938
808192,3035
480417,3716
802639,2761
835044,3460
143956,2480
333386,3053
77829,1042
36399,1176
971932,1424
841637,4897
102181,4787
14495,2649
499559,2754
450045,3360
469971,3394
136210,3624
536439,2068
606023,1985
804961,4090
482669,2841
297804,4267
249030,4158
86132,4778
565070,4920
978702,2477
302067,4889
841812,2368
394223,3743
450729,1335
567519,3326
47499,4386
564565,1950
646821,4270
688930,3066
592560,1736
685984,4742
167977,2056
569872,4286
425754,4493
592954,1082
944273,1376
536816,4541
140249,4748
626837,2860
797202,1034
933200,3610
8191,1832
85320,1708
544323,3047
262644,1264
912686,4211
645967,1631
157671,4043
908843,1113
873564,1782
624231,2587
823141,1710
760516,3678
659037,2445
651601,4800
423628,3604
41061,1842
924851,1417
51993,1349
66109,4287
25418,1746
205152,3840
317673,3563
614695,3480
725180,2242
247081,4606
309461,1358
340484,4753
712497,4508
520048,4660
844895,3092
469979,1163
828356,3702
769341,3118
208846,3792
273675,4057
953545,3207
171825,3955
263500,2487
298963,4817
395278,3018
870368,3150
221415,4412
606014,4620
850523,4129
160321,2482
979978,4563
915576,4061
726754,3863
19004,3993
73054,2774
329077,4951
80239,4006
700387,1154
105411,1655
942148,2527
229051,2765
167339,1800
76289,3143
74936,1669
540038,3063
637990,3634
47949,1072
127119,2776
664097,2316
725144,3622
872375,2174
290157,2630
81010,3894
14819,2697
231308,4688
190277,4819
978175,3502
48313,3668
426804,3284
849133,3164
780069,4059
997881,1791
980163,4136
675418,3064
132167,1221
543797,1872
917018,1420
40007,3772
143203,3594
10618,3075
493457,3391
14031,2386
219925,2064
997411,3244
736944,1337
451675,2808
608838,3024
209554,3096
484639,2034
636879,2481
834715,4170
202831,2741
946295,3956
914698,2691
641872,1948
321594,1200
350726,4359
626942,2947
323183,3694
294758,1545
552318,3941
948329,2109
559641,4496
109585,2400
585707,1628
57387,3754
174675,3629
832738,3702
7931,2184
99812,1581
778771,1819
257919,2460
698229,2593
818094,1542
161741,3336
732033,2176
215863,1367
610014,1359
717855,2684
278750,2823
933047,1944
970163,3371
969938,1551
760051,3137
678026,4985
1258,2769
319821,4221
714150,3714
337453,4477
159922,3977
696760,3002
126075,4455
214634,3680
963782,4822
680254,4694
278111,2815
279106,2933
826853,3046
97588,2451
492132,3421
471188,1821
451730,4991
488020,1708
81260,3118
899206,4763
907665,4843
374780,2186
515437,1395
97565,1508
884378,2982
286842,4350
433528,1866
589244,4487
430121,2714
912676,2643
468725,3753
963246,2895
727413,2537
217945,4187
883010,4387
204628,4854
44630,1622
490564,4521
564058,1826
504936,4273
32909,2570
177022,4949
572078,1233
742673,3317
564060,1896
366932,1531
393661,3240
920131,2811
688054,1144
120948,3060
511017,1716
65679,3952
998802,4379
426810,3538
151343,1360
249027,2856
785153,3301
338206,3450
342585,3145
130295,2173
261636,3188
816064,3937
315630,3642
962476,3045
987970,2348
638852,3879
168546,2957
339130,1716
436483,1140
194526,2733
374882,1194
310479,3757
171668,3788
562940,1072
124067,2673
264955,3595
913221,1583
103176,2758
504150,2559
484222,1477
508377,3493
621615,1595
809065,3024
425249,3610
722282,4244
890697,2947
407275,2306
893308,1547
396021,4336
654438,4792
428536,3397
142793,2269
226225,2924
101908,2554
884318,2999
373685,3271
201687,2430
522014,4790
264363,1072
612283,3250
987151,1466
786354,1659
155439,4552
775550,1467
544073,3031
839523,1625
14728,1280
138856,1489
673127,1150
686872,4154
771322,4883
442867,2115
966921,2441
217285,4311
466865,3872
42028,4168
964756,1741
326686,2040
837386,4080
872040,2138
842592,2093
31662,2220
26605,1367
811188,3874
684641,2787
528641,1572
766642,2698
175821,3581
558104,1455
819292,4680
902548,4331
874856,3028
334331,3144
685405,1832
289878,2666
320733,4502
283980,4665
292765,3620
65126,3220
244880,1781
806009,3916
667024,3869
469383,4342
286572,4310
483241,1838
132273,3553
265461,4897
819053,4127
643044,1188
758450,3504
833763,2012
872282,1151
663293,4765
684731,1106
782064,1567
849565,2428
437134,2526
668071,2782
865273,4435
948800,1763
417919,1508
181346,2734
471793,4165
913371,4836
231375,2434
772383,4858
999273,1110
762242,3539
800982,4291
152552,2007
238470,2575
28473,2061
145002,1357
726712,3181
251233,3498
585396,4919
334870,1667
77732,2447
635263,4046
823110,3656
588583,4631
671371,2798
374366,1732
600711,2154
719142,2844
832587,4735
437238,1764
423574,2800
980995,1159
299882,4930
906304,4796
714959,1344
723375,4323
131213,1250
655301,1460
308788,1245
926952,2156
194563,3936
663297,3163
584788,2480
314738,4734
436301,1481
330581,2950
78409,4764
14061,3553
268000,3567
581369,1017
362589,1783
622480,3818
892728,3450
582951,2437
758742,4732
814478,2726
569756,2327
752994,3590
135605,2300
886037,4915
958853,1149
394854,3875
619519,4919
857359,2653
749414,3119
995495,3153
422551,1393
209076,2246
939406,2422
879069,2559
478491,1885
807940,3097
875717,1147
643162,4975
18461,2739
209369,4980
223871,3278
643554,2335
683674,4256
256297,2521
537014,3863
497012,4115
995999,3360
892707,4354
917046,4814
130871,2890
634395,3765
530178,2054
133979,2292
461010,3645
282125,2762
54272,4354
140877,1249
168236,2675
793074,2577
865015,3476
69133,1554
90974,1407
859376,3375
771583,4863
319256,3239
215147,3931
424178,2730
19392,1103
902229,1133
198394,4742
274291,4310
423894,2716
102733,4546
476348,3536
911206,2805
148625,1975
749501,1878
817476,3951
894623,1455
765171,3397
834670,2605
320372,2657
238997,1227
972393,3044
530995,2844
785099,3050
837733,3192
388067,1676
673088,3383
848110,1577
80713,2754
357254,4412
348654,1365
768435,3933
732046,1161
339310,4230
392980,4493
434320,4537
410262,2427
336116,1002
250632,1738
442023,3023
963457,1203
559830,2205
528024,3441
364598,3024
376732,1713
539951,1902
265021,4166
838876,1392
451585,2479
767483,4069
964012,2131
970650,2314
604158,1897
780116,2574
608010,1198
591322,4661
460273,2752
267516,3843
68596,4401
430694,4598
340632,3256
405230,3991
201277,3482
281204,4753
891364,1274
46444,4325
605744,1199
77246,4143
553484,2698
97458,4969
777856,1569
166195,2405
794956,4639
254864,3577
119494,3450
452727,4488
214285,1998
294240,2696
770133,1880
406960,4755
796927,4615
996932,3774
130890,1868
512981,4656
265817,2876
438772,2429
355465,3501
712357,1849
987260,3347
221334,4601
750042,4454
147822,4133
44961,1202
49001,3912
580588,2545
394961,4527
351846,3017
813770,4013
11944,1033
59700,3235
453531,3759
157227,1011
145839,3442
58764,2283
977529,1316
420670,4734
911906,4271
146158,3755
147677,2425
766308,1268
400585,1847
437747,2193
247562,2273
131577,2708
853084,1310
535427,1943
825331,4332
108412,2720
344471,2950
352303,4671
138446,3314
355949,2859
858520,4170
167532,3231
607666,3086
674072,1802
348812,4090
806849,1883
534249,4917
897524,4442
890676,3483
25067,2835
311758,3085
834231,1928
398791,1800
776079,3702
623964,4577
25710,3723
988563,3690
199183,2207
827168,1381
624348,1823
967750,2084
776231,3010
288895,3636
148506,2700
372873,1423
943605,4858
987928,1519
649486,1101
150865,4902
340237,3525
664112,3066
742129,1475
518186,3044
141832,1958
370989,3265
212716,2621
188237,1156
720595,4766
436492,1384
235689,3827
297139,3229
999677,2129
687507,4869
864226,2173
423695,1593
518660,1387
193745,1142
82106,2919
442565,2104
953614,2418
875179,3917
885365,2139
931061,4311
574532,4763
726734,1251
889967,3865
386745,3626
248751,3236
122441,4976
92455,3042
759937,1720
949079,4641
395117,4790
636860,4370
116172,4056
557823,2009
670371,3924
977944,4135
501728,4263
212460,3538
54552,1442
581529,2165
532528,4275
739213,2406
311280,1960
70196,3356
691870,3944
734880,4164
187167,4248
461484,1925
282931,1222
972587,2767
728524,4797
917908,2437
131258,4027
258935,2785
397030,2195
154992,2871
153674,2063
774773,4961
218046,3384
772959,4688
365094,2983
606348,1872
254957,2199
358040,4229
658804,3282
429100,4009
797956,2922
998530,2221
373751,4173
914501,1967
9967,1488
8724,2709
578552,4962
716698,4794
354888,1913
839085,3913
418401,4444
11611,1765
78543,2209
141954,2068
886215,1814
363802,2173
592337,4724
989971,1415
533081,3191
732912,3084
844700,4053
548915,4212
26798,3894
856033,4930
618937,4582
491627,2670
940788,4221
196997,3361
648894,4428
945842,3981
406593,1039
158139,3120
212648,2145
502090,3495
875030,4094
385268,3272
354237,2434
384385,2067
16330,2773
178062,4631
31020,2503
495722,2457
963676,3987
700621,1295
128905,3221
723562,4240
239011,2296
471603,2127
631046,3152
755697,2281
927893,1722
431108,3930
386425,2477
462743,2203
492059,1809
822478,3957
894867,4007
626013,2805
565577,2901
595914,2392
165157,1723
807055,2950
668327,4580
151293,4010
142114,2768
348569,3270
758461,1930
685633,2731
725281,4295
259330,4309
742556,4018
912838,2399
854779,2962
442235,2034
504152,2204
788958,3379
216390,1563
610345,1823
717641,1110
108462,3540
453314,4889
302491,1977
269650,2406
24470,3127
35254,1321
820158,2112
552682,1061
221333,1191
329109,4061
876905,2011
997171,3636
707091,4491
304640,4055
622633,2950
505294,4084
264016,3259
694730,1291
943345,1267
176329,1710
164127,1277
700466,3023
395037,1208
691104,2725
988637,4020
17052,1173
214143,2850
390071,4474
232430,4803
520706,2540
146437,4078
468530,2325
343478,4319
771753,1286
359441,4373
770974,4494
476524,2261
194228,4863
790023,3408
269614,3375
487553,2950
961403,1918
512344,2462
939011,3227
780833,1355
942499,1675
300449,2753
615572,1511
762137,3564
602653,4007
688511,2015
553286,2404
572097,1826
70413,4403
156344,4307
580549,1893
952485,1665
198537,4578
817473,4247
447639,2404
232586,4905
776289,4680
522572,1820
392125,1949
793437,2351
664797,1485
133667,4066
272320,1164
166456,2264
544393,3532
425982,2095
249418,1218
431675,1576
212274,1169
347490,4356
102484,3660
21012,4723
32413,1178
257354,3438
642897,4861
251390,4050
994081,3610
564642,3590
646930,3934
891467,3646
451227,4919
713757,4322
248804,1343
249457,4139
27847,2813
429066,3236
163784,4306
996387,1339
967990,4669
854379,4246
584602,3677
771608,2997
952866,3577
713645,2500
24792,4568
563878,4757
361909,2558
778484,2584
783036,3214
979298,3213
711115,2313
252068,4735
126887,3817
698486,2726
826462,1338
423855,4701
903810,1506
589800,4078
324979,3425
696702,1531
264392,4235
48665,4418
503160,2554
730904,1899
332861,2751
864708,4333
134740,3936
308255,1658
719982,1166
188821,1549
616395,4783
984005,1702
13209,3390
494880,2931
440294,2591
418375,3207
536483,2974
506314,2542
463284,2934
381892,2567
615850,4116
549045,2974
514268,1620
132263,3383
595750,2590
733732,3180
370396,4021
302653,1408
158725,1909
288742,2392
395818,3638
855873,4116
98034,4179
353932,1374
49071,4820
758266,2545
669023,3714
49825,4560
214811,3116
503633,3023
756939,2485
726563,2100
154286,2014
50026,4833
779568,4646
667504,2250
959131,1145
14507,3120
100299,3757
709005,3723
993776,2193
336622,3674
220458,3926
884777,4518
384481,1069
250795,3478
516632,1665
392349,3552
855631,2680
759302,1677
480223,1254
250890,3074
983292,4043
380982,2115
940199,4594
67406,4703
947947,2802
897832,2291
402001,3519
651879,2764
259542,3554
778693,1038
458000,2427
361153,2705
415338,3054
488009,4007
479173,4869
526491,3073
378461,1737
742703,4096
918300,4390
304326,2486
847329,3522
453317,3824
110525,2972
727842,1724
714909,2161
59977,2354
446988,1587
814736,3189
648830,3262
919032,1051
363174,1101
655297,1467
138106,4750
161027,4203
417905,1829
557389,1766
880737,1747
252175,4135
480982,4440
246272,1390
206122,1180
786347,4769
709556,4889
892949,2737
422169,3618
632487,3473
133246,2652
695555,4541
75041,2377
261796,3738
306234,4565
852996,3854
4207,1284
184280,1665
499890,3562
772002,3535
905184,4102
510286,1069
493572,3948
679974,4600
630272,1813
336292,2625
470402,1633
621260,2875
672053,2733
557303,2305
222808,4637
879342,3629
861298,3236
963851,4053
700360,3412
106833,3397
636147,3209
512977,2871
12918,1741
181467,2686
639644,2807
838133,3237
701806,1723
468635,3866
192778,1109
230718,1305
913970,4245
462584,2599
802315,3443
752196,4823
647134,1740
200353,3133
865092,4531
682600,3921
305231,2511
589058,4877
740171,4251
925412,4227
70386,4235
893180,2783
655519,4162
428491,3960
69730,1669
64697,2513
139323,1102
457916,4341
102460,2187
456600,2441
465077,1924
737477,1807
635734,1006
124187,2258
286889,4630
12171,2751
892523,2324
674535,2287
324710,2414
635677,3025
716468,2046
322323,1043
512117,2846
661669,4206
798072,1603
239439,3678
280697,1064
618629,2133
682737,3894
521295,3125
126520,1379
123469,1657
812871,4619
524615,2876
742126,2900
746331,1411
158922,2467
961137,2991
77743,2198
94874,1228
204490,2188
122794,1480
286533,3081
831071,4423
447607,1765
987468,2371
247905,3627
733235,2559
449148,3376
38236,1784
326989,4600
885330,2267
392990,4972
345314,3232
380846,1011
532688,1076
585798,4697
580371,3570
49028,3296
239207,3371
573708,2656
109229,2007
942151,2008
142742,2964
844248,4988
369810,4760
301196,1517
513974,1459
990862,4466
213918,2400
386230,3732
783725,2748
782701,2757
866625,4401
390395,3718
176390,4603
568111,4210
636511,3251
17207,4103
474119,1247
156998,2362
918675,4145
998351,4966
724427,3217
951047,3725
441396,3357
850875,1597
421167,4549
225288,3223
349626,2410
5587,2669
620189,3830
240544,3873
799089,4768
556720,1196
936293,1956
639492,2344
306197,4835
732836,3670
75451,1507
319042,3378
343599,1227
537397,1499
300055,4904
496636,3959
452651,2085
964055,1450
971765,3347
248048,3403
610959,3109
828768,1619
25105,2910
200086,4704
865979,2601
527353,1919
707292,2260
829624,1872
579042,4235
368227,3532
54937,4881
576859,3504
795876,3589
225320,4371
973303,2827
164426,4509
131638,4145
948851,4766
299898,2861
420726,4220
323595,2792
160158,4649
38732,4068
40695,2689
801730,2788
310930,3998
574005,2595
868329,2922
57998,4596
114153,3779
154127,4448
428975,2160
396731,2389
895955,3500
144488,1947
76944,4665
602813,2856
472308,2643
549542,2043
506436,3749
664181,1102
273620,1063
352297,4391
537770,1392
950527,3821
461591,4001
173918,4911
231918,3592
864458,3496
600978,2859
16494,1779
304575,1636
995842,4256
870049,2327
393605,3813
487889,3205
503919,3958
69856,4284
616642,4744
488226,3208
844928,4888
715475,2585
908264,1521
256871,3352
789678,1615
791689,4405
982348,3006
540170,2809
518497,2015
983321,2911
308780,2596
336126,4874
520740,2414
7357,3757
293285,1561
338088,4088
988775,2435
901149,4471
6059,2023
341375,4762
509123,3069
850477,4515
164503,3250
935362,1021
902482,2459
555394,1001
506224,2950
537119,1615
331717,3145
244792,4461
113799,2353
453800,1567
641981,3109
588407,3605
579341,2591
201788,3265
143548,1497
859410,2282
634011,3928
927531,3386
805246,4227
930856,1656
88870,2441
444182,1276
799373,2107
349069,3201
131916,1389
432048,2340
267864,1975
61150,1524
865111,2545
732368,1640
347830,1346
711444,4650
611730,1318
795234,3070
607277,3329
344851,1651
449379,4135
977113,4409
903142,2171
35499,1541
861387,2809
654888,3009
275313,1874
164097,2656
978913,3651
835456,4869
390794,4826
171000,3219
84378,3641
620136,1744
124368,4415
397657,3573
644092,3285
668177,4132
631867,4626
251542,4754
210555,2866
393100,3458
515407,2376
493266,1764
908905,4278
697698,2490
307307,2577
391511,4606
504850,1944
986180,3015
541828,1498
524668,1855
634330,4722
396409,3977
739185,1131
92453,3550
537311,2535
567285,2289
926551,1332
53019,1115
759599,2114
92443,3361
805385,2576
373001,4567
44680,4567
816986,1541
737243,4741
538469,1165
318610,4654
31654,4129
552758,2550
17643,4015
51515,2955
402586,3411
869367,1682
252622,2039
281160,4319
127938,4455
277500,2063
374305,2298
746917,3670
920901,2949
542532,3503
864826,1145
234919,2876
118085,1170
293130,4074
213573,4069
620132,1222
95751,3203
513737,4773
626512,3514
571022,1121
171397,3304
321238,3638
680655,4990
660895,4211
563812,2617
620076,4873
515059,4947
265611,1051
474758,4975
49868,4140
331694,3658
409130,1990
906172,3219
863688,2359
88406,2051
628100,3661
637649,1213
461074,4926
72023,3289
842042,3353
349814,1904
596702,3116
765979,3291
59949,4068
822676,4777
785907,3297
931745,2330
927913,4403
197085,1743
575901,1880
90962,2915
38497,2709
65709,2283
192369,3083
981912,3337
724006,3986
177216,3289
985297,3148
95822,1333
132596,4634
234378,1634
640097,4071
990414,1328
375896,2666
550237,4312
405532,2588
573348,2669
795709,4634
314875,3405
830996,4621
144267,3843
856604,1929
397829,2159
959305,2841
105163,3615
893497,3298
367347,1245
200945,2366
224742,3153
540904,2259
25909,3766
795170,2650
57161,2843
842788,3838
739640,4494
677128,3214
171289,1512
233842,4495
168747,4355
73748,4437
732871,2217
931881,2759
573217,4862
671418,4688
90971,3706
14927,3374
830559,3030
426508,1946
499512,4914
677359,1496
446559,1125
654069,3941
177574,1895
267039,4811
483871,3682
572695,4622
107102,4245
643715,3399
792473,2207
950795,1256
198608,3968
933510,3317
546402,4042
693467,3624
777549,2075
569596,2118
983128,4084
850233,1667
985216,4568
477681,2069
323983,4493
906457,1074
162564,1088
125779,1842
354313,3949
800840,4384
322827,4621
819286,1171
351266,1062
622987,2694
412755,4722
698235,1961
221725,3159
954898,4324
229076,3539
570468,4949
973177,2058
493257,1871
21106,4352
488990,3412
796488,4200
316561,3204
319361,4098
879246,3757
260093,1306
377149,1325
571580,2689
290141,2526
758784,3243
580515,2444
111924,4878
425097,2679
471194,3448
233645,3414
264440,1893
651308,4364
856758,3200
799040,3062
880110,2717
798652,3953
33442,2611
454831,4016
676079,2634
988078,1527
653555,4830
220160,1557
2370,3348
554981,1764
76358,3975
832965,4317
214813,1119
715155,2961
862726,2625
856606,4730
745803,1266
759726,1638
491902,2216
159229,1907
135477,2989
467367,4767
806350,1299
723808,2852
912575,1004
933535,1401
795678,1098
638581,4178
185465,4502
692216,3205
47233,4167
309401,2006
362463,3973
998410,3342
611750,1129
499732,1655
867827,1698
791695,2524
796447,3318
309054,4862
113143,4841
158928,4080
64462,4051
740697,3423
233796,3994
393320,1001
745406,2980
980329,4160
391912,4220
870001,3101
10288,4127
980814,2263
107449,1567
9696,3699
165303,1779
133459,1211
761237,3887
5086,4198
945579,3459
710152,2537
185906,4834
176251,1425
858002,2633
923626,2639
171117,3681
990705,3768
22419,2795
168247,1681
542259,1334
927998,2611
427308,4443
218992,1851
541133,1548
591604,1188
175980,1552
542103,4130
552998,4421
678887,1050
757224,3786
914547,4343
317421,1898
880423,2345
891739,4514
87206,3578
265735,2427
108262,1955
880750,3070
357194,1585
493561,4411
152212,4864
739899,2464
337007,1740
649983,3701
727002,1163
661350,2480
793025,3306
111905,4611
875878,3412
391844,3536
803963,1947
738928,1109
728654,1791
149780,1361
39995,2757
483859,3086
747100,3285
235529,3406
776079,1052
815481,1789
337715,2812
751760,4382
725451,1641
868534,4773
977812,2051
558169,4696
152607,4538
968689,1191
961228,2388
400381,4659
503000,4129
142396,3150
559239,4007
936568,3495
970904,4631
454089,1610
990042,2845
598498,3357
668074,3814
867549,2652
114333,1846
751206,2972
588056,2371
803993,3185
331249,1048
719074,4250
331303,4989
749761,4453
868590,3576
699471,3373
186509,1190
513928,4431
643056,4221
634197,4648
886058,4359
609906,1303
608674,4975
773374,3267
263347,3014
242313,4643
825566,2944
218757,4855
606959,4715
118892,4459
777587,4917
468,2370
461204,3295
431357,3449
31630,4723
110890,1452
349691,1996
444167,1083
854782,1030
677766,2691
628645,4103
615944,3532
818944,4286
384585,1342
938186,2032
834825,2589
703529,3571
573833,2650
168605,1826
822693,2390
228878,1405
816239,4222
37512,3786
297514,2128
834980,4762
436540,1453
510274,4197
912133,1433
784505,3430
413101,1428
594918,4822
187421,2048
512578,2666
44079,2116
680641,2570
450067,2406
768649,3378
253919,2747
448334,2907
846139,2274
90277,4140
672849,4142
996493,3966
372181,1202
786263,3247
247430,4298
636298,4679
936521,1082
88593,1012
327942,2693
643898,1468
785779,4711
10746,2455
318909,1271
651627,2934
544060,4964
374376,2093
180721,2090
506859,3838
623725,4534
118637,4631
22100,1037
55705,1448
510333,1971
113046,1908
751704,2475
539012,1548
379286,3517
76014,3888
345787,2409
862675,1094
135054,3955
63660,3877
559107,2024
867041,2879
487743,2798
424259,4910
737035,3717
46186,2217
954317,1574
878711,4045
96177,3855
204138,1014
906621,1675
986119,2336
795571,1412
680398,4357
55169,4627
714555,3420
509529,3844
306451,4392
861150,2122
344821,1417
32894,2725
846676,3046
2768,2666
165280,2315
659904,4429
298281,3630
33673,4785
166428,3281
639125,4412
660897,1647
873317,3825
23037,1292
646410,4518
277463,2282
536584,4422
947829,1031
577522,2571
541425,4291
666161,2476
199653,4609
750456,4705
612304,2798
282722,4816
193653,3988
497154,3068
805525,4419
842983,2959
341688,3898
509004,3552
7912,1106
469506,4679
301046,4318
293967,3231
183370,3390
845395,3147
386360,1203
614536,3422
50490,1983
848369,1737
663631,4293
982050,3508
573191,4563
384685,3289
110507,2605
175804,4254
632334,2724
259961,1570
719638,3064
465991,2007
277657,1571
839683,2276
3713,3003
119379,2230
212894,1665
884163,1681
606703,1988
811707,1872
39374,1491
811530,4018
273528,2103
233121,1298
925198,3232
524869,2641
630004,4582
654382,2894
564987,4086
359851,3373
246508,1765
16459,2981
818485,4222
340961,1211
285658,2426
150185,4030
488653,2856
451438,4546
24014,1154
903033,3708
737293,3128
116298,1130
569806,4300
521783,4538
504851,3924
28,3255
235125,4453
472986,1141
383567,2045
193330,3033
470403,2663
7142,2735
630797,4427
701204,2268
354306,4697
563510,2104
602043,3454
507411,4683
118812,2874
844971,4556
950161,2785
66662,3391
649182,2311
922719,3932
664035,2456
418929,2279
426304,3355
284757,2455
235400,4646
406971,1602
488431,3544
76690,1100
901151,2106
777263,4281
106520,4784
726096,1263
19450,1925
31144,2684
945008,4198
672679,1355
422588,3211
14618,4054
263372,4482
265562,2414
447301,2320
432490,2309
139237,4503
738898,3860
873192,4357
234796,3249
476857,1284
428075,3748
580738,3387
415431,4957
917462,1277
650770,3812
102560,3214
319684,2743
655269,1547
491660,2915
57272,1253
443952,1984
931527,1954
186658,4446
371639,2226
388979,1990
243145,2498
399677,1651
652178,3129
629340,1255
736522,4609
505842,3140
845200,2579
834934,2370
250478,4944
383287,1481
382926,4052
695672,4539
564335,2841
980385,2321
25946,3441
665693,3365
896782,3396
270782,2960
527353,1170
187199,1104
235029,4958
485118,3999
973173,2715
891016,2821
590276,4216
780348,2254
529769,1606
941088,2232
400781,4941
488081,4694
74547,2689
166492,4669
239080,2699
842721,1959
570102,1982
885945,3377
268416,3404
738962,4669
388310,2967
690663,1893
851362,3122
805241,2568
412058,2475
620395,1917
499931,2091
343554,1411
485754,1524
147569,3498
106298,4085
364416,3425
783404,3709
820643,2141
606197,2903
672368,3868
898865,1798
784094,2186
254721,2140
305634,2015
83654,2631
849264,2972
7988,4885
422738,4936
750577,3651
359353,4978
123292,1699
954771,2851
453559,3248
406879,1911
879482,3642
508711,1677
330721,2166
404310,1343
491087,4623
191352,2805
190321,1106
246625,4936
518548,4181
811683,2085
691506,4420
845369,2420
782643,1991
560672,3644
418390,1306
820508,2964
269565,1409
453947,4441
638776,3202
780443,1791
340745,4473
7790,1629
700109,1677
409330,4767
701540,3235
368804,1624
91658,3541
398721,2808
969186,1828
921813,4351
498990,3419
325363,4174
160651,4410
182092,4314
307026,1438
760441,2515
690385,1860
666718,4944
865962,4885
826601,1765
880534,4606
773416,1605
872743,4819
332380,2725
456973,2445
43202,1642
414540,1204
254318,2758
668023,2679
115251,2924
884566,2402
907200,4233
536824,3903
606775,3025
421882,3252
930182,1354
99444,3693
80386,2104
998313,2012
267125,2317
708664,3283
173487,4324
554354,1713
518998,1470
790241,3643
63195,2627
196139,3104
538959,3561
478830,1273
776624,1351
553116,4115
77772,1016
493147,3776
806650,3052
312587,3607
535855,1121
644492,2686
187245,2827
964018,3581
983444,3886
557182,1538
343942,3047
370262,2272
695260,1261
46172,3827
984821,1247
146948,1357
963058,4739
38724,4237
847180,1217
269040,2285
487134,3373
158813,4004
987312,3732
775298,3339
602385,2358
759234,3980
327322,3809
177670,3659
149884,1149
309988,4061
850320,4795
119334,3562
859206,3762
925133,2953
978828,2439
218922,1487
285813,1144
63669,3966
194819,4216
114430,4514
492597,3603
638589,1297
352843,4280
948382,1346
153174,1188
248014,4310
715033,3265
881702,4960
180850,2174
569041,1588
374820,4177
652874,2732
363437,2923
560182,4399
945368,4484
532126,1561
150730,4377
44965,3928
820308,4945
518935,3178
807023,3554
982914,1575
335490,4810
99775,4825
41815,4762
993034,3822
84015,2959
38316,2556
473478,3572
493412,3644
283077,2166
568682,4714
708940,2242
216146,1394
477435,1784
471533,3970
824346,1968
229772,2895
301382,4740
50715,1200
95725,3775
150318,4345
694038,4721
276309,1331
183951,1190
66068,3332
334931,4574
957121,3618
840988,2257
565531,2951
530380,4173
30991,1025
604488,2011
103394,2361
406953,3443
802693,4404
579600,2123
801400,3080
521090,1116
52324,2141
849537,3626
389895,1470
333483,3008
181548,4371
943220,1127
112569,4395
124273,1428
355834,3796
118612,3819
442360,1118
388271,4852
445819,2170
867056,3430
874895,1351
546512,1435
589003,2563
40705,2670
786634,2002
215830,2086
713850,1024
7906,4625
88620,4625
531037,1852
343651,2825
4499,2364
414462,4720
928206,3354
102395,3368
521120,3739
176183,2553
880756,2104
947228,4206
297606,2344
833994,4185
84381,4896
970849,4601
689668,1093
13459,2055
507219,3070
554460,3652
363392,4394
753054,3702
844984,1807
991894,3981
41465,3419
46447,1270
923462,3073
963162,3342
598870,1418
163645,4273
367064,4927
626630,4144
588166,2689
785106,1546
951961,3213
77189,1340
810389,3077
905204,4014
404127,4520
365634,2194
700886,1038
50801,2903
516599,1769
292036,3291
413130,1639
181082,3346
172017,2982
179835,4443
329466,2098
868494,3024
478437,4353
873993,2955
987168,4657
266026,4131
752821,3482
691222,4722
543772,3145
520673,1567
550734,1560
257367,4347
826730,2167
541781,3840
335362,2357
178273,2689
97564,3078
853544,3104
673263,1842
912887,4217
502214,1818
27206,3141
862180,3467
393865,1170
550850,1711
673013,3434
705287,1326
453430,3529
654542,2066
16240,2999
709939,4076
269296,3770
362219,1925
708320,3095
307015,3942
508661,3772
323370,4712
150145,4850
430151,3015
449902,3255
301373,1191
613538,3065
493413,2672
271939,4982
277905,3408
618646,3373
755260,2754
509906,3387
269765,4280
425978,4667
733709,4961
153822,2506
586734,1258
161424,1437
928605,3001
504612,3406
855632,3771
852628,3153
29506,4179
673876,3593
13815,4543
5472,4332
741883,2287
810284,4185
237208,2159
180578,4815
982000,4736
216527,3411
124460,4293
727711,3683
736667,3492
954362,1611
15446,4830
763236,1529
245581,3684
919799,2585
